http://www.nytimes.com/2012/03/25/business/letters-my-own-space.html	LETTERS; Letters: My Own Space	To the Editor: I was disappointed that your article on open workplace layouts (&ldquo;In New Office Designs, Room to Roam, and to Think,&rdquo; March 18) cited only two dissenting voices about the trend, including one that saw the trend as especially tough on introverts. I&rsquo;m a loud extrovert, but I believe that a worker needs private space in
http://www.nytimes.com/2012/03/25/business/a-bailout-by-another-name.html	FAIR GAME; A Bailout by Another Name	ED DeMARCO is a marked man. The acting director of the Federal Housing Finance Agency and overseer of Fannie Mae and Freddie Mac , Mr. DeMarco is a soft-spoken, career public servant &mdash; and under fire. In the thankless job of conservator for the loss-ridden mortgage finance giants, he has a duty to ensure that the companies operate in the best
http://www.nytimes.com/2012/03/25/business/letter-no-obstacle-to-regulation.html	LETTERS; Letter: No Obstacle to Regulation	To the Editor: Re &ldquo;Barriers to Change, From Wall Street and Geneva&rdquo; (Fair Game, March 18), which described the agreement on financial services among members of the World Trade Organization: The agreement is about opening markets, not tying governments&rsquo; hands when it comes to regulating their financial services sectors. &nbsp;The
http://www.nytimes.com/2012/03/25/business/factuals-gil-elbaz-wants-to-gather-the-data-universe.html	Factuals Gil Elbaz Wants to Gather the Data Universe	BEVERLY HILLS, Calif. AT 7 years old, Gilad Elbaz wrote, &ldquo;I want to be a rich mathematician and very smart.&rdquo; That, he figured, would help him &ldquo;discover things like time machines, robots and machines that can answer any question.&rdquo; In the 34 years since, Mr. Elbaz has accomplished big chunks of these goals. He has built
http://www.nytimes.com/2012/03/25/business/sustainu-an-apparel-maker-turns-to-blind-workers.html	PROTOTYPE; SustainU, an Apparel Maker, Turns to Blind Workers	WHEN Chris Yura, chief executive of the apparel company SustainU , was looking for a factory to produce 24,000 T-shirts, it was important that it be within 200 miles of where the fabric was made. SustainU, based in Morgantown, W.Va., uses all-recycled materials to make clothing for colleges and universities. As its name indicates, it is committed
http://www.nytimes.com/2012/03/25/business/insuring-hollywood-against-falls-but-not-flops.html	Insuring Hollywood Against Falls (but Not Flops)	HERE&rsquo;S one for &ldquo;The Hunger Games&rdquo; crowd: What if, in that blood-tingling climactic scene near the Cornucopia, Katniss Everdeen (Jennifer Lawrence) had skewered poor Peeta Mellark (Josh Hutcherson) with a wayward silver arrow? In the real world of Hollywood, questions just like that nag Paul Holehouse. Mr. Holehouse, 63,
http://www.nytimes.com/2012/03/25/business/the-bank-run-updated.html	ECONOMIC VIEW; The Bank Run, Updated	I RECENTLY asked a group of colleagues &mdash; and myself &mdash; to identify the single most important development to emerge from America&rsquo;s financial crisis. Most of us had a common answer: The age of the bank run has returned. Since the end of World War II , economists have generally thought that runs on banks were dead, at least as a
http://www.nytimes.com/2012/03/25/business/terry-tietzen-of-edatanetworks-on-promoting-innovation.html	CORNER OFFICE | TERRY TIETZEN; Terry Tietzen of Edatanetworks, on Promoting Innovation	This interview with Terry Tietzen, founder and C.E.O. of Edatanetworks, a developer of customer loyalty software, was conducted and condensed by Adam Bryant. Q. Tell me about some early leadership lessons. A. I started caddying at a young age. I basically interviewed the people I was caddying for, figuring how they got to where they were, and what
http://www.nytimes.com/2012/03/25/business/words-by-the-millions-sorted-by-software.html	NOVELTIES; Words by the Millions, Sorted by Software	IT just keeps growing &mdash; the vast electronic archive of books, journals and scholarly literature stored on the Web. But scientists are aiming to keep up with this trove of collective knowledge by devising computer-based tools to winnow and quantify it. David M. Blei of Princeton University is among those who are teaching computers to sift
http://www.nytimes.com/2012/03/24/business/companies-pick-up-used-packaging-and-recyclings-cost.html	Companies Pick Up Used Packaging, and Recyclings Cost	Brushing your teeth with a yogurt container? Wiping your mouth with a coffee cup? You might be doing both, as a result of a new trend in recycling, courtesy of the manufacturers who make the original products. A growing number of large food and beverage companies in the United States are assuming the costs of recycling their packaging after
http://www.nytimes.com/2012/03/24/business/companies-pick-up-used-packaging-and-recyclings-cost.html	Companies Pick Up Used Packaging, and Recyclings Cost	Brushing your teeth with a yogurt container? Wiping your mouth with a coffee cup? You might be doing both, as a result of a new trend in recycling, courtesy of the manufacturers who make the original products. A growing number of large food and beverage companies in the United States are assuming the costs of recycling their packaging after
http://www.nytimes.com/2012/03/24/business/daily-stock-market-activity.html	STOCKS AND BONDS; Equities Edge Higher as Iran Sanctions Raise Oil Prices	Stock prices rose modestly on Friday, trimming the second weekly drop so far this year for the Standard &amp; Poor&rsquo;s 500-stock index, as gains in commodity and energy companies amid rising oil prices offset an unexpected decline in new-home sales. &ldquo;Energy&rsquo;s leading and it&rsquo;s a reflection of the news out of Iran and concerns
