http://www.nytimes.com/2012/03/25/us/john-payton-influential-civil-rights-lawyer-dies-at-65.html	John Payton, Influential Civil Rights Lawyer, Dies at 65	John Payton, who as president of the NAACP Legal Defense and Educational Fund guided it to several major victories before the Supreme Court, died on Thursday in Baltimore. He was 65 and lived in Washington. The cause had not yet been determined, said Lee Daniels, a spokesman for the fund. Named president in 2008, Mr. Payton was the defense
http://www.nytimes.com/2012/03/25/nyregion/melvyn-kaufman-developer-who-shaped-manhattans-streetscape-dies-at-87.html	Melvyn Kaufman, Developer Who Shaped Manhattans Streetscape, Dies at 87	The Sopwith Camel at 77 Water Street was in customary repose on the roof last week, the naked lady at 747 Third Avenue held court in her usual place in the lobby, and the chess game in progress on the wall outside 767 Third Avenue looked like the image shown here. Besides architectural anomaly, what all three buildings share is a builder, Melvyn
http://www.nytimes.com/2012/03/25/arts/cris-alexander-actor-and-photographer-dies-at-92.html	Cris Alexander, Actor and Photographer, Dies at 92	New Yorkers tend to believe that creative people trapped in America&rsquo;s hinterlands hunger to come to their big, pulsating city to fulfill their dreams. In the case of Cris Alexander, it was true. &ldquo;I came to New York because I thought they were waiting for me,&rdquo; he once said, recalling how he fled Tulsa, Okla., in 1938 with a high
http://www.nytimes.com/2012/03/25/world/asia/lincoln-hall-australian-mountaineer-dies-at-56.html	Lincoln Hall, Australian Mountaineer, Dies at 56	Lincoln Hall, an Australian mountaineer who in May 2006 was rescued on Mount Everest after being left for dead and surviving a night alone at more than 28,000 feet, died on Tuesday in Sydney. He was 56. His death was announced on the Web site of the Australian Himalayan Foundation , which supports improvements in education, health care and
http://www.nytimes.com/2012/03/24/science/david-l-waltz-computer-science-pioneer-dies-at-68.html	David L. Waltz, Computer Science Pioneer, Dies at 68	David L. Waltz, a computer scientist whose early research in information retrieval provided the foundation for today&rsquo;s Internet search engines, died on Thursday in Princeton, N.J. He was 68. The cause was brain cancer, his wife, Bonnie Waltz, said. He died at the University Medical Center at Princeton. During his career as a teacher and a
http://www.nytimes.com/2012/03/24/arts/al-ross-new-yorker-cartoonist-is-dead-at-100.html	Al Ross, New Yorker Cartoonist, Is Dead at 100	Al Ross, whose droll cartoons featuring married couples, bar habitu&eacute;s, anthropomorphic animals, philosophizing prisoners, art and publishing world denizens, anachronistic mythological figures and loyal Mets fans appeared in The New Yorker for more than 60 years, died on Thursday in the Bronx. He was 100. His death was confirmed by his son
http://www.nytimes.com/2012/03/24/world/asia/marina-salye-a-russian-politician-who-tried-to-prosecute-putin-dies-at-77.html	Marina Salye, a Russian Politician Who Tried to Prosecute Putin, Dies at 77	MOSCOW &mdash; Marina Salye, a Russian politician and former Soviet dissident who in the early 1990s led a thwarted inquiry into corruption in the office of Vladimir V. Putin , then a little-known deputy to the mayor of St. Petersburg, died on Wednesday in Ozero, Russia . She was 77. The cause was a heart attack, said a friend and colleague,
http://www.nytimes.com/2012/03/24/world/europe/marina-salye-a-russian-politician-who-tried-to-prosecute-putin-dies-at-77.html	Marina Salye, a Russian Politician Who Tried to Prosecute Putin, Dies at 77	MOSCOW &mdash; Marina Salye, a Russian politician and former Soviet dissident who in the early 1990s led a thwarted inquiry into corruption in the office of Vladimir V. Putin , then a little-known deputy to the mayor of St. Petersburg, died on Wednesday in Ozero, Russia . She was 77. The cause was a heart attack, said a friend and colleague,
http://www.nytimes.com/2012/03/24/world/africa/abdullahi-yusuf-ahmed-ex-strongman-of-somalia-dies-at-77.html	Abdullahi Yusuf Ahmed, Ex-Strongman of Somalia, Dies at 77	MOGADISHU, Somalia &mdash; Abdullahi Yusuf Ahmed , a cantankerous former warlord who led Somalia&rsquo;s beleaguered transitional government as president from 2004 to 2008 and was forced to resign as the country sank deeper into chaos, died on Friday in Abu Dhabi. He was 77. The cause was complications of pneumonia, his family said. Mr. Yusuf, who
http://www.nytimes.com/2012/03/23/business/murray-lender-dies-at-81-gave-all-america-a-taste-of-bagels.html	Murray Lender Dies at 81; Gave All America a Taste of Bagels	Murray Lender, who with his brothers took over what started as their father&rsquo;s bakery in a backyard garage and built it into a business that brought the bagel &mdash; the &ldquo;Jewish English muffin,&rdquo; as he called it &mdash; into kitchens across the country, frozen, died on Wednesday in Miami. He was 81. The cause was complications of a
http://www.nytimes.com/2012/03/23/arts/tonino-guerra-italian-screenwriter-and-poet-dies-at-92.html	Tonino Guerra, Italian Screenwriter and Poet, Dies at 92	Tonino Guerra, a prolific Italian screenwriter and poet whose roster of film collaborators, including Michelangelo Antonioni, Federico Fellini, Andrei Tarkovsky and Theo Angelopoulos, amounted to a who&rsquo;s who of European cinema&rsquo;s golden age, died on Wednesday at his home in Santarcangelo di Romagna, in northern Italy near the Adriatic
http://www.nytimes.com/2012/03/23/sports/football/ron-erhardt-super-bowl-winning-offensive-coach-dies-at-81.html	Ron Erhardt, Super Bowl-Winning Offensive Coach, Dies at 81	Ron Erhardt, who devised the offensive schemes for two Super Bowl championship teams with the Giants in the Bill Parcells era, died on Wednesday in Boca Raton, Fla. He was 81. His death was announced by the Giants. In his 25 years as a pro coach &mdash; three seasons as head coach of the New England Patriots and the rest as an assistant &mdash;
http://www.nytimes.com/2012/03/22/business/sanford-mcdonnell-aerospace-leader-dies-at-89.html	Sanford McDonnell, Aerospace Leader, Dies at 89	Sanford N. McDonnell, who succeeded his uncle as chairman of the aerospace company McDonnell Douglas and, through the 1980s, modernized its management systems, remade the corporate culture and sharply increased earnings, died on Monday at his home in Clayton, Mo. He was 89. The cause was complications of pancreatic cancer, his son, Randall, said.
