http://www.nytimes.com/2012/03/25/sports/farewell-to-wigwam-and-heyday-of-high-school-basketball-in-indiana.html	Farewell to Wigwam and Heyday of High School Basketball in Indiana	ANDERSON, Ind. &mdash; At its peak, the Wigwam attracted 5,000 season-ticket holders to Anderson High School boys&rsquo; basketball games. The teams and the crowds measured up to the gym&rsquo;s 8,996-seat capacity. That made the Wigwam the second-biggest high school gym in America, but Anderson athletic directors still found themselves testifying
http://www.nytimes.com/2012/03/25/sports/letters-to-the-editor.html	IN-BOX; Letters to the Editor	The Jets &rsquo; trade with Denver for quarterback Tim Tebow to back up Mark Sanchez drew reactions from many readers. Here are a few of their letters and online comments. It&rsquo;s hard to understand how a team with a suspect tackle, only one proven (though mercurial) receiver and no pass rush is helped by this move. To paraphrase another rueful
http://www.nytimes.com/2012/03/25/sports/semenya-wins-relatively-slowly.html	SPORTS BRIEFING | TRACK; Semenya Wins, Relatively Slowly	The former world champion Caster Semenya won her first 800-meter race of 2012 but was well outside the Olympic qualifying time in a sluggish season-opening run in Potchefstroom, South Africa. Semenya ran the race in 2 minutes 3.6 seconds, nearly four seconds off the Olympic standard. She is hoping to qualify for her first Olympics after a
http://www.nytimes.com/2012/03/25/sports/fatalities-rise-at-santa-anita.html	SPORTS BRIEFING | HORSE RACING; Fatalities Rise at Santa Anita	Statistics show that more than double the number of horses died while racing at Southern California&rsquo;s Santa Anita Park than at the state&rsquo;s other three major thoroughbred tracks over the last fiscal year. The Los Angeles Times reported that the fatality rate at Santa Anita, in Arcadia, spiked after the switch from a synthetic running
http://www.nytimes.com/2012/03/25/sports/autoracing/logano-takes-nationwide-race.html	SPORTS BRIEFING | AUTO RACING; Logano Takes Nationwide Race	Joey Logano won the Nationwide Series race at Auto Club Speedway in Fontana, Calif. Logano is the first Sprint Cup Series driver to win a Nationwide race this season. Sports Briefing | Auto Racing
http://www.nytimes.com/2012/03/25/sports/autoracing/back-on-the-track-indycar-series-still-reeling-from-wheldons-death.html	Back on the Track, IndyCar Series Still Reeling From Wheldons Death	ST. PETERSBURG, Fla. (AP) &mdash;At the last IndyCar Series race, the drivers turned five tearful laps in honor of Dan Wheldon. Sunday&rsquo;s season opener will practically be a tribute race. The drivers will compete for the first time since Wheldon&rsquo;s death last October by racing through the streets of St. Petersburg, Wheldon&rsquo;s adopted
http://www.nytimes.com/2012/03/25/sports/autoracing/track-record-in-qualifying.html	SPORTS BRIEFING | AUTO RACING; Track Record in Qualifying	Will Power set an IndyCar series track record in qualifying for the season-opening Honda Grand Prix of St. Petersburg, Fla., where Chevrolet easily handled Honda in the first real test of the season. Power ran over the winding 1.8-mile temporary course through the streets of St. Petersburg in 1 minute 1.3721 seconds, beating his Penske Racing
http://www.nytimes.com/2012/03/25/sports/football/the-tebow-party-moves-its-big-tent-east.html	CHEERING SECTION; The Tebow Party Moves Its Big Tent East	I was not a Jets fan on Wednesday morning. Like many football fans around the country, I was reveling in the schadenfreude of the Jets&rsquo; folly, of Rex Ryan&rsquo;s busted guarantees, of the circular firing squad in the locker room, of Mark Sanchez&rsquo;s high-profile failures. By Wednesday night , though, I was on the N.F.L.&rsquo;s Web site
http://www.nytimes.com/2012/03/25/sports/football/after-sean-paytons-suspension-saints-scramble-to-fill-a-void.html	After Sean Paytons Suspension, Saints Scramble to Fill a Void	Little more than two years ago, hours after the New Orleans Saints won the Super Bowl , Sean Payton held a bleary-eyed morning news conference. With Mardi Gras beads around his neck and the Lombardi Trophy slung over one shoulder, Payton appeared to be celebrating the sublime revival of a city brought low by Hurricane Katrina as well as the
http://www.nytimes.com/2012/03/25/sports/football/a-gifted-athlete-tim-tebow-has-plenty-of-flaws.html	A Gifted Athlete, Tim Tebow Has Plenty of Flaws	Denver&rsquo;s playoff victory against Pittsburgh in January showcased the best, and the worst, of Tim Tebow . He completed passes of 80, 58, 51, 40 and 31 yards in upsetting the Steelers in overtime, 29-23. It was his greatest professional performance, proof that he could beat a good opponent by throwing the ball, not just by running with it. It
